,deviceName,farEndInterface,nearEndInterface,neighborDeviceName
19297,OPMC-3E-S001,GigabitEthernet0,FastEthernet3/0/44,OPMC-3E-W48e2
19298,ORPDXMCNT-0005F-AS01,TenGigabitEthernet1/1/12,TenGigabitEthernet1/1/1,OR-POMC-DC01-R206-S91
19299,ORPDXMCNT-0005F-AS01,GigabitEthernet0,GigabitEthernet4/0/48,OPMC-5F-Wbc1c
19300,HBMB-01-4507-1,Port 1,GigabitEthernet2/2,SEPDC7B94767C50
19301,HSE-WC11-3750-1,Port 1,FastEthernet2/0/37,SEP64E9502FE70B
19302,HSE-WC11-3750-1,Port 1,FastEthernet1/0/13,SEP64E9502FE7D7
19303,CA-HCMC-STWR-R209-S01,GigabitEthernet0,nullvalue,CHCM-STB0-W3b1a-B58
19304,HHFSS-LAS-IDF4-02,Port 1,GigabitEthernet1/0/14,SEP204C9ED74775
19305,WASTPMCNT-MDFLL-CS01,TenGigabitEthernet1/1/1,GigabitEthernet1/2/47,WASTPMPNT-0002A-AS10
19306,SJFMC-LAS-NWIDF3A-02,Port 1,GigabitEthernet2/0/42,SEP3C0E236CC25F
19307,WAARNMPNT-AWIDF-AS01,Port 1,FastEthernet1/0/34,SEPC0255C43981E
19308,SJFMC-LAS-NWIDF3A-02,TenGigabitEthernet1/4,TenGigabitEthernet2/1/1,SJFMC-LDS-NWMDF1A-02
19309,CA-HCMC-STWR-003B-S03,GigabitEthernet1/0/7,nullvalue,CA-HCMC-STWR-R208-S91
19310,CASJOMCNT-00MDF-DS01,TenGigabitEthernet1/1/1,TwentyFiveGigE1/0/17,SJOMC-LAS-IDFA-03
19311,CORPP-LAS-IDF200-01,Port 1,GigabitEthernet5/0/13,SEPF47F353DB38C
19312,CAEQUNX-00000106-TS02,GigabitEthernet1/0/2,mgmt0,CAEQUNX-00000106-MG02
19313,SRMMC-CASW-HI-01,Port 1,GigabitEthernet1/15,SEP08000F41A021
19314,WVOPMDF-S1A1-S001,GigabitEthernet1/1,GigabitEthernet1/0/1,WVOPMDF-S901
19315,CLDLV-ITS-CAGE5020-02,Ethernet9/4,GigabitEthernet1/0/44,CLDLV-DCS-CAGE5018-01-CORE(JAF1635ANEA)
19316,CAMHRCANT-01MDF-AS01,Port 1,GigabitEthernet2/0/9,SEPD0EC35C10F84
19317,WAHFAMCNT-M1502-DS04,TenGigabitEthernet1/1/1,TenGigabitEthernet1/1/13,WAHFAMCNT-04TWR-AS53
19318,HBMB-04-4507,GigabitEthernet0,GigabitEthernet5/30,BMB-04-3500-6
19319,WA-FHLH-MJBG-003A-S83,Port 1,GigabitEthernet0/39,SEP0022905BB594
19320,HBMB-04-4507,GigabitEthernet0,GigabitEthernet5/22,BMB-04-2600-11
19321,CA-HCMC-HCPL-003A-S01,GigabitEthernet0,GigabitEthernet5/0/34,AP6CB2
19322,HHFSS-LAS-IDF4-01,Port 1,GigabitEthernet3/0/40,SEP204C9ED702B1
19323,CA-HCMC-NTWR-001S-S01,nullvalue,nullvalue,nullvalue
19324,HHFSS-LAS-IDF6-01,Port 1,GigabitEthernet1/0/4,SEP204C9ED62E2C
19325,OBRGMOB2S001,GigabitEthernet0,nullvalue,OBRGMOB2-Wdbc9
19326,HHFPO-LAS-MDF-01,Port 1,GigabitEthernet2/0/3,SEP2C73A02C7D6E
19327,HFNO-0C-3750-1,GigabitEthernet0,FastEthernet1/0/3,HFNO-0C-2600-13
19328,OPOP1-2B-S001,GigabitEthernet2/0/1,GigabitEthernet2/0/1,OPOP1-2B-S002
19329,CA-FAMG-MHIL-001A-S01,TenGigabitEthernet1/1/6,GigabitEthernet2/0/52,CA-FAMG-MHIL-003A-S83
19330,CA-FAMG-MHIL-002A-S05,GigabitEthernet0,GigabitEthernet1/0/6,APc067
19331,HCET-05-3850,Port 1,GigabitEthernet3/0/36,SEPDCA5F4868E14
19332,ORSTVMCNT-WPLLA-AS01,GigabitEthernet0,nullvalue,ORSTVWP-LLA6FBE
19333,ORSTVMCNT-MT5EA-AS01,GigabitEthernet0,nullvalue,ORSTVET-5EAB730
19334,CA-SJMC-NEBD-006A-S01,Ethernet1/26,GigabitEthernet4/1/1,CA-SJMC-GSDC-R106-S93
19335,HFAR-11-3750,Port 1,FastEthernet1/0/6,SEP108CCFE1BFA0
19336,HFAR-10-3750-1,FastEthernet0,FastEthernet1/0/44,FAR-10-1130-2
19337,HFLS-06-4510,Port 1,GigabitEthernet9/16,SEP88908D72C473
19338,CASJFNBNT-03IDF-AS03,GigabitEthernet0,GigabitEthernet2/0/10,CASJFNBNT-3ID1-AP25
19339,AAMC-M1153-VSS01,TenGigabitEthernet2/6,TenGigabitEthernet2/1/10,AAMC-COREB
19340,WPCH-02B-S001,GigabitEthernet0/0/0,FastEthernet2/0/42,MDF-4321-MC-01-HA1
19341,OHPYMAINS001,GigabitEthernet0,FastEthernet1/0/41,OHPYMAIN-Wa64b
19342,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/9,wsmc-wa3w-EF5E
19343,CLDLV-DCS-CAGE5018-01-PRIVATE,Ethernet1/19,Ethernet1/20,CLDLV-DAS-CAGE4018-01
19344,WA-QCDC-RW05-RB05-S93,TenGigabitEthernet1/0/2,Ethernet1/14,WA-QCDC-RW07-RB03-S02
19345,WASTPMCNT-0002A-AS01,GigabitEthernet0,GigabitEthernet4/0/13,WASTPMC-2A1802A
19346,SJEOI-LAS-MDF-01,GigabitEthernet0/0,GigabitEthernet2/0/2,PETCT28
19347,CA-SBMP-LCMI-S101-S81,GigabitEthernet0/0/1,GigabitEthernet2/0/2,CAPROSP-0000001A-WR02
19348,WCOT-4A-S901,GigabitEthernet1/47,GigabitEthernet1/1/11,WCOL-DC-S901
19349,CAMHRCANT-02IDF-AS01,Port 1,GigabitEthernet4/0/21,SEPD0EC35C106B9
19350,WAEVCMC-0001AMDF-WR02,FastEthernet1/0/8,GigabitEthernet0,WCOL-DC-S001
19351,WASHRUCNT-01IDF-AS50,TenGigabitEthernet1/1/5,GigabitEthernet3/3,WASHRHINT-L1BDF-DS13
19352,CORPP-LAS-IDF450-01,eth0,GigabitEthernet2/0/35,SEP0050600D48D0
19353,WMSVSJR4S001,GigabitEthernet0,FastEthernet1/0/3,WSJR-4-W003
19354,CAMHRMCNT-0004A-AS01,GigabitEthernet0,GigabitEthernet2/0/3,MHR-AP-TWR2-4-07
19355,WASTPMCNT-MDFLL-SS01,TenGigabitEthernet0/0/2,Ethernet1/34,WASTPMCNT-LLDC-WC03
19356,CAMLBMCNT-0001N-AS01,GigabitEthernet0,GigabitEthernet1/0/2,CAMLBMCNT-01033-AP32
19357,OPMC-3E-S001,GigabitEthernet1/5/34,GigabitEthernet2/0/1,OR-POMC-DC01-R206-S91
19358,ORPDXMCNT-0005F-AS01,TenGigabitEthernet2/1/12,TenGigabitEthernet2/1/1,OR-POMC-DC01-R206-S91
19359,ORPDXBB-0001A-AS01,GigabitEthernet2/0/1,TenGigabitEthernet1/1/1,OPMCDC01S906
19360,HBMB-01-4507-1,Port 1,GigabitEthernet2/48,SEP7C95F3224C08
19361,HSE-WC11-3750-1,GigabitEthernet4/7,GigabitEthernet2/0/1,HED-01-4510-2
19362,HSOI-05-6509-1,Port 1,GigabitEthernet2/11,SEPF47F35A201E9
19363,CA-HCMC-STWR-R209-S01,GigabitEthernet0,nullvalue,CHCM-STB0-W50cd-A35
19364,HHFSS-LAS-IDF4-02,Port 1,GigabitEthernet1/0/39,SEP204C9ED66448
19365,WASTPMCNT-MDFLL-CS01,GigabitEthernet3/0/3,GigabitEthernet2/3/1,WA-STPH-DC01-R305-S01
19366,SJFMC-LAS-NWIDF3A-02,GigabitEthernet0,GigabitEthernet2/0/29,SJFNW-LAP-3A-04
19367,WAARNMPNT-AWIDF-AS01,Port 1,FastEthernet1/0/39,SEPC0255C439586
19368,SJFMC-LAS-NWIDF3A-02,Port 1,GigabitEthernet1/0/42,SEP3C0E236CC5F9
19369,CA-HCMC-STWR-004A-S04,GigabitEthernet1/0/8,nullvalue,CA-HCMC-STWR-R208-S91
19370,CASJOMCNT-00MDF-DS01,TenGigabitEthernet2/1/1,TwentyFiveGigE2/0/17,SJOMC-LAS-IDFA-03
19371,CORPP-LAS-IDF200-01,Port 1,GigabitEthernet2/0/43,SEPF47F353DAF21
19372,HHFSS-LAS-IDF3-01,Port 1,GigabitEthernet4/0/17,SEP204C9ED62D2F
19373,SRMMC-CASW-HI-01,GigabitEthernet0,GigabitEthernet1/38,SRM-AP-HI2-15
19374,WVOPIDF-W1-S001,GigabitEthernet1/11,GigabitEthernet1/0/1,WVOPMDF-S901
19375,CLDLV-ITS-CAGE5020-02,Ethernet9/35,GigabitEthernet1/0/4,CLDLV-DCS-CAGE5018-01-CORE(JAF1635ANEA)
19376,HHFSS-LAS-IDF8-01,GigabitEthernet0,GigabitEthernet1/0/45,HHFSS-LAP-8-05
19377,WAHFAMCNT-M1502-DS04,gi4,TenGigabitEthernet2/1/8,0038dfcd4974
19378,HBMB-04-4507,Port 1,GigabitEthernet5/2,SEPC0255C43967E
19379,WA-FHLH-MJBG-003A-S83,Port 1,GigabitEthernet0/11,SEP1C17D337FABD
19380,HBMB-04-4507,Port 1,GigabitEthernet5/31,SEPF41FC2678CF9
19381,RMC-01-4507-2,Port 1,GigabitEthernet5/23,SEPDC7B947675CA
19382,HHFSS-LAS-IDF4-01,Port 1,GigabitEthernet2/0/15,SEP204C9ED7441E
19383,CA-HCMC-NTWR-001W-S01,TenGigabitEthernet2/1/15,GigabitEthernet1/1/1,CA-HCMC-NTWR-00BE-S91
19384,HHFSS-LAS-IDF6-01,Port 1,GigabitEthernet2/0/6,SEP3CCE73AC6F99
19385,OBRGMOB2S001,GigabitEthernet0,nullvalue,OBRGMOB2-Wd56f
19386,HHFPO-LAS-MDF-01,Port 1,GigabitEthernet1/0/24,SEP58971E2861A6
19387,HFNO-0C-3750-1,GigabitEthernet0,FastEthernet1/0/39,HFNO-0C-2600-4
19388,OPOP1-2B-S001,GigabitEthernet0,FastEthernet1/0/34,OPOP1-2B-W2b5c
19389,CA-FAMG-MHIL-001A-S01,GigabitEthernet0,GigabitEthernet2/0/2,AP-NMH-1-UC-C24
19390,CA-FAMG-MHIL-003A-S05,TenGigabitEthernet2/1/3,GigabitEthernet3/0/52,CA-FAMG-MHIL-003A-S83
19391,HCET-05-3850,Port 1,GigabitEthernet2/0/40,SEP84B517AE4EAB
19392,ORSTVMCNT-WPLLA-AS01,GigabitEthernet0,nullvalue,ORSTVWP-LLAA40A
19393,QVMMC-LAS-IDFC-02,GigabitEthernet0,GigabitEthernet1/0/24,QVM-AP-2MAIN-14
19394,CA-SJMC-NEBD-006A-S01,GigabitEthernet0,GigabitEthernet3/0/6,CSJMNEB6W015-NEB6E27
19395,HFAR-11-3750,port 1,FastEthernet1/0/14,SEP0004f2eeacb5
19396,HFAR-10-3750-1,Port 1,FastEthernet1/0/33,SEP5017FF966264
19397,HFLS-06-4510,Port 1,GigabitEthernet4/35,SEP88908D72C218
19398,CASJFNBNT-03IDF-AS03,GigabitEthernet0,GigabitEthernet1/0/22,CASJFNBNT-3ID1-AP19
19399,AAMC-M1153-VSS01,GigabitEthernet2/1/2,GigabitEthernet2/2/13,AAMC-M1018-S001
19400,WPCH-02B-S001,GigabitEthernet0/0/1,FastEthernet2/0/11,MDF-4321-MC-01-HA1
19401,OHPYMAINS001,GigabitEthernet0,FastEthernet2/0/25,OHPYMAIN-W7d4b
19402,WASHRWHNT-L3BDF-DS21,GigabitEthernet0,TenGigabitEthernet1/1/5,wsmc-wal2-09F2
19403,CLDLV-DCS-CAGE5018-01-PRIVATE,Ethernet1/4,Ethernet4/21,LVDC-5994-9K-2B(FDO223928D7)
19404,WA-QCDC-RW05-RB05-S93,TenGigabitEthernet1/0/1,Ethernet1/6,WA-QDC-RW05-RB10-S01
19405,WASTPMCNT-0002A-AS01,GigabitEthernet0,GigabitEthernet2/0/29,WASTPMC-2A17A5C
19406,SJEOI-LAS-MDF-01,FastEthernet0,nullvalue,SJE-AP-MDFOI1-02
19407,CA-SBMP-LCMI-S101-S81,GigabitEthernet2/0/3,GigabitEthernet2/1/1,CA-SBMP-LCMI-S101-S01
19408,CAMHRCANT-02IDF-AS01,Port 1,GigabitEthernet3/0/7,SEP0029C2C9FEB9
19409,CAMHRCANT-02IDF-AS01,GigabitEthernet0,GigabitEthernet1/0/4,CAMHRMCNT-02ID01-APE8A0
19410,WAEVCMC-0001AMDF-WR02,GigabitEthernet6/2,GigabitEthernet0/0/0,WCOL-DC-S901
19411,WASHRUCNT-01IDF-AS50,GigabitEthernet0,GigabitEthernet1/39,II-UCS-892
19412,CORPP-LAS-IDF450-01,Port 1,GigabitEthernet2/0/44,SEPF47F353DB21A
19413,WMSVSJR4S001,GigabitEthernet0,FastEthernet1/0/10,WSJR-4-W007
19414,CAMHRMCNT-0004A-AS01,GigabitEthernet0,GigabitEthernet1/0/3,MHR-AP-TWR2-4-03
19415,WASTPMCNT-MDFLL-SS01,vmnic0,Ethernet103/1/12,pstp2esd01
19416,CAMLBMCNT-0001N-AS01,TenGigabitEthernet3/3,TenGigabitEthernet1/1/4,MLBMC-LCC-MDF-02
19417,OPMC-3E-S001,GigabitEthernet0,FastEthernet3/0/40,OPMC-3E-W2d54
19418,ORPDXMCNT-0005F-AS01,GigabitEthernet0,GigabitEthernet1/0/27,OPMC-5F-W29
19419,ORPDXBB-0001A-AS01,TenGigabitEthernet2/1/3,TenGigabitEthernet2/1/1,ORPDXBB-0319A-AS01
19420,HBMB-01-4507-1,Port 1,GigabitEthernet2/34,SEPF47F35A204D1
19421,HSE-WC11-3750-1,Port 1,FastEthernet3/0/31,SEP00DA5527C662
19422,HSOI-05-6509-1,Port 1,GigabitEthernet8/6,SEP001EF7C45F0D
19423,CA-HCMC-STWR-R209-S01,GigabitEthernet0,nullvalue,CHCM-STA0-W2967-A02
19424,HHFSS-LAS-IDF4-02,Port 1,GigabitEthernet1/0/32,SEP204C9ED7475B
19425,WASTPMCNT-MDFLL-CS01,TenGigabitEthernet2/4/16,TenGigabitEthernet2/1/17,WASTPMCNT-MDFLL-DS01
19426,SJFMC-LAS-NWIDF3A-02,Port 1,GigabitEthernet3/0/19,SEP00260B5BF65C
19427,MTSJPMCNT-GVB1B-AS01,nullvalue,nullvalue,nullvalue
19428,SJFMC-LAS-NWIDF3A-02,Port 1,GigabitEthernet3/0/13,SEP3C0E236D50D3
19429,CA-HCMC-STWR-004B-S03,GigabitEthernet1/0/9,nullvalue,CA-HCMC-STWR-R208-S91
19430,CASJOMCNT-00MDF-DS01,TenGigabitEthernet2/1/1,TwentyFiveGigE2/0/34,SJOPA-LAS-IDFPav21-01
19431,CORPP-LAS-IDF200-01,GigabitEthernet0,GigabitEthernet1/0/3,CORPP-LAP-2-03
19432,HHFSS-LAS-IDF3-01,GigabitEthernet0,GigabitEthernet2/0/46,HHFSS-LAP-3-06
19433,SRMMC-CASW-HI-01,Port 1,GigabitEthernet2/4,SEP08000F3671EF
19434,WVOPIDF-W1-S001,TenGigabitEthernet2/1/1,GigabitEthernet2/0/2,WAVALOPNT-W1-W01
19435,CLDLV-ITS-CAGE5020-02,Ethernet102/1/42,FastEthernet0,CLDLV-DMS-CAGE5237-01(SSI14120TEQ)
19436,HHFSS-LAS-IDF8-01,Port 1,GigabitEthernet2/0/31,SEP204C9ED62E2F
19437,WAHFAMCNT-M1502-DS04,GigabitEthernet0,TenGigabitEthernet2/1/6,WAHFHMC001-73DE
19438,HBMB-04-4507,Port 1,GigabitEthernet1/15,SEP68BDABA56B4A
19439,WA-FHLH-MJBG-003A-S83,Port 1,GigabitEthernet0/19,SEP001E4AF190CE
19440,CA-SJMC-NTWR-001E-S01,GigabitEthernet0,GigabitEthernet3/0/30,CSJMNT02W009-NE1H15
19441,RMC-01-4507-2,GigabitEthernet0,GigabitEthernet5/3,RMC-01-3500-6
19442,HHFSS-LAS-IDF4-01,TenGigabitEthernet1/1/6,GigabitEthernet1/1/1,HHFSS-LCC-MDF-V
19443,HHFSS-LAS-IDF4-01,Port 1,GigabitEthernet4/0/30,SEP204C9ED79202
19444,RMC-01-4507-2,Port 1,GigabitEthernet5/22,SEPDC7B94767A88
19445,SMAMC-LAS-IDFMOB-01,TwentyFiveGigE2/0/22,GigabitEthernet1/1/1,CASMAITNT-01MDF-DS01
19446,CA-HCMC-NBDG-001A-S01,GigabitEthernet0,FastEthernet8/0/21,CHCM-Admin-W42a2-1NB174A
19447,WAKADMCNT-IDF3A-AS02,GigabitEthernet0,GigabitEthernet1/0/45,WAKADMCNT-3OP3A-AP619C
19448,WAKADMCNT-IDFV1080-AS02,GigabitEthernet0,GigabitEthernet1/0/1,WAKADMC-R1A6854
19449,WAARNMTNT-8AIDF-AS01,Port 1,FastEthernet1/0/10,SEP0023339B10D6
19450,HED-01-4510-1,TenGigabitEthernet1/49,GigabitEthernet3/1,HSE-DC-4948-2
19451,CA-FAMG-MHIL-003A-S05,TenGigabitEthernet1/1/3,GigabitEthernet2/0/52,CA-FAMG-MHIL-003A-S83
19452,HCET-05-3850,TenGigabitEthernet3/2,TenGigabitEthernet1/1/3,PWT-DC-6509-1
19453,QVMMC-LAS-IDFC-02,GigabitEthernet1/0/1,GigabitEthernet1/0/11,Switch
19454,WAFOWLRNT-01ID1-DS01,GigabitEthernet0/0/0,TenGigabitEthernet2/5,WAFOWLR-00001ID1-WR02
19455,HFHE-7-3750,Port 1,FastEthernet1/0/48,SEP88908D72C6DE
19456,CA-JHMC-KECK-001D-S02,TenGigabitEthernet1/1/2,TenGigabitEthernet3/1,CA-JHMC-KECK-00BD-S91
19457,OP1-A-6513-1,GigabitEthernet8/1,GigabitEthernet8/1,NB2-DC-6513-1
19458,CHSMC-LAS-South7-02,GigabitEthernet0,GigabitEthernet1/0/24,CHSMC-S7-09
19459,CHSLK-LAS-MDF-03,GigabitEthernet0,GigabitEthernet1/0/38,CMLAP-NB-08
19460,OPMC-2F-S001,GigabitEthernet0,FastEthernet1/0/14,OPMC-2F-W55
19461,RMP-05-6509-1,Port 1,FastEthernet4/22,SEP04C5A44CCD0D
19462,CA-JHMC-CSDC-R4C6-S01,GigabitEthernet1/0/2,GigabitEthernet1/0/9,CA-JHMC-CSDC-R6C6-S01
19463,SJFMC-LAS-IDF1,Port 1,GigabitEthernet2/0/13,SEPD4AD71BF0F24
19464,WA-QCDC-RW05-RB05-S93,TenGigabitEthernet1/1/2,Ethernet1/21,WA-QCDC-RW01-RA07-S01
19465,WASTPMCNT-0002A-AS01,TenGigabitEthernet2/1/11,TenGigabitEthernet2/1/1,WASTPMCNT-MDFLL-DS01
19466,WRDC-1W-S001,GigabitEthernet0,GigabitEthernet3/0/34,WARNTS2-1W-APF60E
19467,MMGPL-LAS-IDFPL3-01,Port 1,GigabitEthernet2/0/4,SEP7001B5DD2126
19468,CAMHRCANT-02IDF-AS01,GigabitEthernet0,GigabitEthernet3/0/1,CAMHRMCNT-02ID01-APE220
19469,CAPEDMCNT-0002C-AS01,GigabitEthernet0,GigabitEthernet1/0/20,APF4DB-E683-6B72
19470,HFMP-04-4510,Port 1,GigabitEthernet8/29,SEPF09E630EA585
19471,HHFVM-LAS-IDF1-01,GigabitEthernet0,GigabitEthernet3/0/4,SJFAP-VALM-1-06
19472,WAHFAMCNT-BM506-DS03,GigabitEthernet5/2,TenGigabitEthernet2/1/17,WAHFAMCNT-MB452-AS44
19473,WAPSGMPNT-01COR-CS01,TenGigabitEthernet1/1/8,TenGigabitEthernet1/1/12,WAPSGMPNT-01COR-AS01
19474,CA-JHMC-KECK-002D-S01,GigabitEthernet0,GigabitEthernet1/8,CSJHKECK2DS001-W223
19475,CA-JHMC-KECK-002D-S01,GigabitEthernet0,GigabitEthernet2/9,CSJHKECK2DS001-W240
19476,WASTPMCNT-MDFLL-SS01,GigabitEthernet0/0/6,Ethernet101/1/6,WSPH-DC-WC01
19477,WMSV-3N-S001,GigabitEthernet0,FastEthernet1/0/33,WMSV-2W-W001
19478,WMSV-5N-S001,GigabitEthernet1/0/6,GigabitEthernet1/0/1,WMSVMDF-S001
19479,WMSVMDF-S001,GigabitEthernet1/0/1,GigabitEthernet1/0/2,WMSV-1W-S001
19480,HBMB-01-4507-1,Port 1,GigabitEthernet7/13,SEPB8BEBF2373D3
19481,HSE-WC11-3750-1,FastEthernet0/0,FastEthernet3/0/48,HSE-WC11-VG224-2
19482,AKKOIMC-0001EMDF-WR01,TenGigabitEthernet2/1/11,GigabitEthernet0/0/1,AKMC-MAIN-VSS01
19483,HSOI-05-6509-1,Port 1,GigabitEthernet2/3,SEPF47F35A204ED
19484,WASHRMCNT-L1011-AS254,GigabitEthernet0,GigabitEthernet7/7,AP00A3
19485,WASHRMCNT-L1011-AS254,GigabitEthernet0,GigabitEthernet7/25,AP00F6
19486,CA-HCMC-STWR-001A-S01,GigabitEthernet1/1/41,GigabitEthernet1/0/1,CA-HCMC-STDC-R209-S91
19487,ISEAPPPP-007,nullvalue,nullvalue,nullvalue
19488,HFBW-3A-3750,Port 1,FastEthernet3/0/5,SEP34DBFDCD497F
19489,CA-HCMC-STWR-00BE-S02,GigabitEthernet1/0/1,GigabitEthernet0/1,CA-HCMC-STWR-R208-S91
19490,CA-FAMG-SFMA-S108-S81,GigabitEthernet1/0/48,GigabitEthernet1/0/20,CA-FAMG-SFMA-S108-S01
19491,HFET-1-3750,Port 1,FastEthernet1/0/47,SEP04C5A44C5F68
19492,CORPP-LAS-IDF200-01,Port 1,GigabitEthernet1/0/17,SEPF47F353C5C57
19493,CORPP-LAS-IDF200-01,Port 1,GigabitEthernet2/0/31,SEPF41FC267015A
19494,CASJEMC-00001MDF-WR01,FastEthernet1/0/13,GigabitEthernet0,SJEMC-OBSW-MDFDRAC-02
19495,CAMLBMCNT-0002S-AS01,GigabitEthernet0,GigabitEthernet3/0/39,CAMLBMCNT-02105-AP31
19496,HHFSS-LAS-IDF8-01,Port 1,GigabitEthernet1/0/25,SEP204C9ED67352
19497,WAHFAMCNT-M1502-DS04,TenGigabitEthernet1/1/1,TenGigabitEthernet2/1/31,WAHFAMCNT-M1424-AS58
19498,WAKADMCNT-IDFA2098-AS01,GigabitEthernet0,GigabitEthernet2/0/46,WAKADMC-O2A5E36
19499,HBMB-04-4507,GigabitEthernet0,GigabitEthernet5/15,BMB-04-2600-7
19500,CA-SJMC-NTWR-001E-S01,GigabitEthernet0,GigabitEthernet3/0/12,CSJMNT01W006-NE1H06
19501,RMC-01-4507-2,Port 1,GigabitEthernet5/40,SEPDC7B94767762
19502,HHFSS-LAS-IDF4-01,Port 1,GigabitEthernet1/0/37,SEP204C9ED62CC9
19503,HHFSS-LAS-IDF4-01,Port 1,GigabitEthernet2/0/28,SEP20BBC092CCB6
19504,RMC-01-4507-2,GigabitEthernet3/4,GigabitEthernet3/4,RMC-01-4507-1
19505,SMAMC-LAS-IDFMOB-01,GigabitEthernet0,GigabitEthernet1/0/45,SMAMO-LAP-04
19506,CA-HCMC-NBDG-001A-S01,GigabitEthernet0,FastEthernet9/0/1,CHCM-Admin-W7d83-1NB01
19507,WAKADMCNT-IDF3A-AS02,GigabitEthernet0,GigabitEthernet1/0/43,WAKADMCNT-3OP3A-AP689A
19508,WAKADMCNT-IDFV1080-AS02,GigabitEthernet0,GigabitEthernet1/0/8,WAKADMC-R1AE6FE
19509,WAARNMTNT-8AIDF-AS01,Port 1,FastEthernet1/0/45,SEP001647CBF78F
19510,HED-01-4510-1,GigabitEthernet1/0/1,GigabitEthernet7/4,HSE-WC5-3750-1
19511,CA-FAMG-MHIL-001A-S06,GigabitEthernet0,GigabitEthernet3/0/44,APc067
19512,HCET-05-3850,Port 1,GigabitEthernet2/0/15,SEPB8BEBF9DEAB2
19513,QVMMC-LAS-IDFC-02,GigabitEthernet0,GigabitEthernet1/0/34,QVM-AP-3MAIN-10
19514,WAFOWLRNT-01ID1-DS01,GigabitEthernet0,TenGigabitEthernet1/4,WAFOWLR-00001ID1-WR02
19515,HFHE-7-3750,Port 1,FastEthernet2/0/43,SEP001AA12518F6
19516,CA-JHMC-KECK-001D-S02,GigabitEthernet0,GigabitEthernet6/8,CSJHKECK1DS002-W169
19517,OP1-A-6513-1,Ethernet2/47,TenGigabitEthernet10/1,WA-KRM-DC-D7-N9504(FOX1927GGP4)
19518,CHSMC-LAS-South7-02,TenGigabitEthernet1/5/0/19,GigabitEthernet1/1/1,CHSMC-LCC-MDF-V
19519,CHSLK-LAS-MDF-03,GigabitEthernet0,GigabitEthernet1/0/44,CMLAP-SB-03
19520,OPMC-2F-S001,GigabitEthernet1/5/33,GigabitEthernet2/0/1,OR-POMC-DC01-R206-S91
19521,RMP-05-6509-1,Port 1,GigabitEthernet3/44,SEP00131A3F0B4C
19522,CA-JHMC-CSDC-R4C6-S01,GigabitEthernet1/0/2,GigabitEthernet1/0/7,CA-JHMC-CSDC-R6C6-S02
19523,SJFMC-LAS-IDF1,Port 1,GigabitEthernet4/0/9,SEP00B8B33B4D3D
19524,WA-QCDC-RW05-RB05-S93,TenGigabitEthernet1/0/1,Ethernet1/2,WA-QDC-RW05-RB03-S01
19525,WASTPMCNT-0002A-AS01,TenGigabitEthernet1/1/11,TenGigabitEthernet1/1/1,WASTPMCNT-MDFLL-DS01
19526,WRDC-1W-S001,GigabitEthernet0,GigabitEthernet4/0/33,WARNTS2-1W-AP5C08
19527,MMGPL-LAS-IDFPL3-01,Port 1,GigabitEthernet4/0/4,SEPC4B9CDD81898
19528,CAMHRCANT-02IDF-AS01,GigabitEthernet0,GigabitEthernet1/0/3,CAMHRMCNT-02ID01-APE0BC
19529,ORNEWMC-000LLMDF-WR02,GigabitEthernet2/18,GigabitEthernet0/0/0,ONMCMDF-S902
19530,HFMP-04-4510,GigabitEthernet0,GigabitEthernet7/4,HFMP-04-2600-2
19531,HHFVM-LAS-IDF1-01,GigabitEthernet0,GigabitEthernet3/0/1,SJFAP-VALM-1-02
19532,WAHFAMCNT-BM506-DS03,TenGigabitEthernet1/1/1,TenGigabitEthernet1/1/12,WAHFAMCNT-BMCON-AS51
19533,WAPSGMPNT-01COR-CS01,TenGigabitEthernet2/1/8,TenGigabitEthernet2/1/8,WAPSGMPNT-01LAB-AS01
19534,CA-JHMC-KECK-002D-S01,GigabitEthernet0,GigabitEthernet9/2,CSJHKECK2DS001-W233
19535,CA-JHMC-KECK-002D-S01,GigabitEthernet0,GigabitEthernet1/10,CSJHKECK2DS001-W254
19536,WASTPMCNT-MDFLL-SS01,Ethernet2/4,Ethernet2/4,WASTPMCNT-MDFLL-SS02
19537,WMSV-3N-S001,GigabitEthernet0,FastEthernet1/0/41,WMSV-4S-W002
19538,WMSV-5N-S001,GigabitEthernet0,FastEthernet1/0/31,WMSV-5S-W002
19539,WMSVMDF-S001,GigabitEthernet0,FastEthernet3/0/21,AP0006
19540,HBMB-01-4507-1,Port 1,GigabitEthernet2/18,SEP34DBFDCC7D17
19541,HSE-WC11-3750-1,GigabitEthernet0,FastEthernet3/0/2,HEO-03-2600-2
19542,AKKOIMC-0001EMDF-WR02,GigabitEthernet0/0/2,GigabitEthernet0/0/2,AKKOIMC-0001EMDF-WR01
19543,HSOI-05-6509-1,FastEthernet0,GigabitEthernet8/35,FOI-05-1130-1
19544,WASHRMCNT-L1011-AS254,GigabitEthernet2/6/9,TenGigabitEthernet5/1,WA-SHMC-BDG1-L3004-S91
19545,WASHRMCNT-L1011-AS254,GigabitEthernet0,GigabitEthernet7/41,wsmc-l11-fc22
19546,CA-HCMC-STWR-001A-S01,GigabitEthernet0,FastEthernet4/0/47,CHCM-STA1-Waf58-XXX
19547,ISEAPPPP-008,nullvalue,nullvalue,nullvalue
